pl_name,hostname,pl_letter,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_rotp,mass_class,evol_stage,host_bin,secs_pl_orbper,msol_kg,a_calc,st_mass_bin,age_bin,j_mass_bin,log10_tau_wein,t_a_wein_yr,t_a_wein_sec,Pdot_WN_ss,Pdot_WN_ms_yr,Mp_kg,Rstar_m,a_m,n_rad_s,Prot_sec,Omega_st_rad_s,adot_over_a_Q6,adot_over_a_Q7,adot_over_a_Q8,Pdot_Q6_ms_yr,Pdot_Q7_ms_yr,Pdot_Q8_ms_yr,ratio_WN_to_Q6,ratio_WN_to_Q7,ratio_WN_to_Q8,abs_Pdot_WN,abs_Pdot_Q7
WASP-92 b,WASP-92,b,1,1,2.1746742,0.0348,1.461,0.805,0,F7,6280.00,1.341,1.19,0.0000,4.259,2.2900,10.07,Hot,Main Sequence,,187891.8509,2.36691E+30,0.03481,1.2,1.05,1,16.34405088,2.20826E+16,6.96875E+23,-4.04431E-19,-1.27629E-08,1.52799E+27,932933700,5206005900,3.34404E-05,870048,7.22165E-06,-1.40765E-17,-1.40765E-18,-1.40765E-19,-0.125198437,-0.012519844,-0.001251984,1.01941E-07,1.01941E-06,1.01941E-05,1.27629E-08,0.012519844
HATS-59 b,HATS-59,b,1,2,5.416081,0.06112,1.126,0.806,0.129,,5670.00,1.036,1.038,0.1800,4.422,4.3000,,Solar,Main Sequence,Solar MS,467949.3984,2.06458E+30,0.06112,1,4.6,1,13.10388014,1.27022E+13,4.00852E+20,-1.75108E-15,-5.52599E-05,1.52989E+27,720745200,9143421857,1.34271E-05,0,0,-1.36266E-19,-1.36266E-20,-1.36266E-21,-0.003018433,-0.000301843,-3.01843E-05,0.018307479,0.183074787,1.830747867,5.52599E-05,0.000301843
Kepler-91 b,Kepler-91,b,1,1,6.24658,0.0731,1.367,0.81,0.0519,K3,4550.00,6.3,1.31,0.1100,2.953,4.4700,,Hot,Subgiant,Hot Subgiant,539704.512,2.60559E+30,0.07264,1.2,4,1,12.95100736,8.93321E+12,2.81911E+20,-2.87168E-15,-9.06233E-05,1.53749E+27,4382910000,10935604348,1.16419E-05,0,0,-3.19698E-16,-3.19698E-17,-3.19698E-18,-8.167540952,-0.816754095,-0.08167541,1.10955E-05,0.000110955,0.001109554,9.06233E-05,0.816754095
Lupus-TR-3 b,Lupus-TR-3,b,1,1,3.91405,0.0464,0.89,0.81,0,,5000.00,0.82,0.87,,4.5,,,Cool,Main Sequence,Cool MS,338173.92,1.73043E+30,0.04640,,,,,,,,,,,,,,,,,,,,,,,,,
NGTS-1 b,NGTS-1,b,1,1,2.647298,0.0326,1.33,0.812,0.016,M0.5,3916.00,0.573,0.617,0.0000,4.71,,,Cool,Main Sequence,Cool MS,228726.5472,1.22721E+30,0.03189,,,,,,,,,,,,,,,,,,,,,,,,,
Gaia-2 b,Gaia-2,b,1,1,3.6915224,0.0467,1.322,0.817,,,5720.00,1.064,1,,4.37355,,,Solar,Main Sequence,Solar MS,318947.5354,1.989E+30,0.04675,,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-52 b,HAT-P-52,b,1,1,2.7535953,0.03694,1.009,0.818,0.047,K1,5131.00,0.893,0.887,0.2800,4.483,9.4000,,Cool,Main Sequence,Cool MS,237910.6339,1.76424E+30,0.03694,0.8,8.97,1,11.54767984,3.52923E+11,1.11374E+19,-3.20421E-14,-0.001011173,1.55267E+27,621260100,5526145344,2.64099E-05,0,0,-1.87826E-18,-1.87826E-19,-1.87826E-20,-0.021152624,-0.002115262,-0.000211526,0.047803645,0.478036454,4.78036454,0.001011173,0.002115262
TOI-2158 b,TOI-2158,b,1,1,8.60077,0.075,0.96,0.82,0.07,,5673.00,1.41,1.12,0.4700,4.19,8.0000,19,Hot,Main Sequence,,743106.528,2.22768E+30,0.08532,1.2,6,1,10.74725626,55879981944,1.76344E+18,-6.32095E-13,-0.01994739,1.55647E+27,980937000,11219840303,8.4553E-06,1641600,3.82748E-06,-7.43273E-20,-7.43273E-21,-7.43273E-22,-0.002614535,-0.000261453,-2.61453E-05,7.629422833,76.29422833,762.9422833,0.01994739,0.000261453
TOI-2570 b,TOI-2570,b,1,1,2.9887615,0.04145,1.217,0.82,0,,5771.00,1.095,1.063,0.1910,4.385,4.4000,,Solar,Main Sequence,Solar MS,258228.9936,2.11431E+30,0.04144,1,4.6,1,11.32696785,2.12309E+11,6.69995E+18,-5.78129E-14,-0.001824435,1.55647E+27,761791500,6200831741,2.43318E-05,0,0,-2.25575E-18,-2.25575E-19,-2.25575E-20,-0.027573395,-0.00275734,-0.000275734,0.066166501,0.661665009,6.616650095,0.001824435,0.00275734
TOI-3894 b,TOI-3894,b,1,1,4.33454,0.05354,1.363,0.82,0.05,,6000.00,1.502,1.138,0.0210,4.143,5.7000,,Hot,Main Sequence,,374504.256,2.26348E+30,0.05432,1.2,6,1,9.0134288,1031403974,3.25486E+16,-1.7259E-11,-0.544652142,1.55647E+27,1044941400,8009469997,1.67773E-05,0,0,-1.96218E-18,-1.96218E-19,-1.96218E-20,-0.034784932,-0.003478493,-0.000347849,15.6577034,156.577034,1565.77034,0.544652142,0.003478493
HATS-65 b,HATS-65,b,2,1,3.105161,0.04497,1.501,0.821,0.062,,6277.00,1.31,1.257,0.1990,4.303,1.7800,,Hot,Main Sequence,,268285.9104,2.50017E+30,0.04496,1.2,1.05,1,18.09120478,1.23369E+18,3.89322E+25,-1.03367E-20,-3.262E-10,1.55836E+27,911367000,6727416245,2.34197E-05,0,0,-2.99722E-18,-2.99722E-19,-2.99722E-20,-0.038063757,-0.003806376,-0.000380638,8.56984E-09,8.56984E-08,8.56984E-07,3.262E-10,0.003806376
HAT-P-30 b,HAT-P-30,b,2,1,2.8106,0.0419,1.44,0.83,0.04,F7,6304.00,1.31,1.55,0.1300,4.36,1.0000,,Hot,Main Sequence,,242835.84,3.08295E+30,0.04511,1.5,2.03,1,12.31943371,2.08657E+12,6.58473E+19,-5.5318E-15,-0.00017457,1.57545E+27,911367000,6268150782,2.58742E-05,0,0,-3.86622E-18,-3.86622E-19,-3.86622E-20,-0.044442092,-0.004444209,-0.000444421,0.003928039,0.039280395,0.392803947,0.00017457,0.004444209
HATS-11 b,HATS-11,b,1,1,3.619188,0.0507,1.60852886,0.83,0.34,G0,6563.00,1.54,1.33,0.0300,4.19,7.7000,,Hot,Main Sequence,,312697.8432,2.64537E+30,0.05074,1.2,6,1,8.557056009,360625148.1,1.13805E+16,-4.12151E-11,-1.300649074,1.57545E+27,1071378000,7584612044,2.00935E-05,0,0,-3.02853E-18,-3.02853E-19,-3.02853E-20,-0.044828272,-0.004482827,-0.000448283,29.01403577,290.1403577,2901.403577,1.300649074,0.004482827
TOI-2107 b,TOI-2107,b,1,1,2.4545467,0.03515,1.211,0.83,0.033,,5627.00,0.932,0.961,0.0700,4.484,4.0000,,Solar,Main Sequence,Solar MS,212072.8349,1.91143E+30,0.03514,1,4.6,1,10.73841221,54753541090,1.72789E+18,-1.84103E-13,-0.005809839,1.57545E+27,648392400,5258365155,2.96275E-05,0,0,-3.13249E-18,-3.13249E-19,-3.13249E-20,-0.031446286,-0.003144629,-0.000314463,0.184754376,1.847543764,18.47543764,0.005809839,0.003144629
XO-1 b,XO-1,b,1,1,3.94153,0.0488,1.14,0.83,0,G1 V,5750.00,0.88,0.88,0.0200,4.51,0.9000,,Cool,Main Sequence,Cool MS,340548.192,1.75032E+30,0.04680,0.8,1.07,1,17.27382869,1.87858E+17,5.92833E+24,-8.61662E-20,-2.7192E-09,1.57545E+27,612216000,7300376090,1.84502E-05,0,0,-3.09954E-19,-3.09954E-20,-3.09954E-21,-0.004996563,-0.000499656,-4.99656E-05,5.44214E-07,5.44214E-06,5.44214E-05,2.7192E-09,0.000499656
HATS-9 b,HATS-9,b,1,1,1.915291,0.0312,1.23561424,0.837,0.075,,5599.00,1.56,1.1,0.3800,4.1,10.8000,,Solar,Main Sequence,Solar MS,165481.1424,2.1879E+30,0.03116,1.2,6,1,6.946847354,8848045.635,2.79223E+14,-8.88973E-10,-28.05384645,1.58873E+27,1085292000,4667453566,3.79692E-05,0,0,-8.43336E-17,-8.43336E-18,-8.43336E-19,-0.660609066,-0.066060907,-0.006606091,42.46663858,424.6663858,4246.663858,28.05384645,0.066060907
CoRoT-31 b,CoRoT-31,b,1,1,4.62941,0.0586,1.46,0.84,0.02,G2 IV,5700.00,2.15,1.25,0.0000,3.85,4.7000,,Hot,Subgiant,Hot Subgiant,399981.024,2.48625E+30,0.05856,1.2,4,1,12.1271815,1.34024E+12,4.22947E+19,-1.41855E-14,-0.000447661,1.59443E+27,1495755000,8766435223,1.57087E-05,0,0,-6.55542E-18,-6.55542E-19,-6.55542E-20,-0.124118131,-0.012411813,-0.001241181,0.003606732,0.036067323,0.360673235,0.000447661,0.012411813
K2-107 b,K2-107,b,1,1,3.313959,0.0475,1.42564011,0.84,0,F9 IV,6061.00,1.81,1.3,0.1400,4.04,4.2500,,Hot,Main Sequence,,286326.0576,2.5857E+30,0.04748,1.2,4,1,11.20799243,1.61433E+11,5.09444E+18,-8.43055E-14,-0.002660478,1.59443E+27,1259217000,7105898858,2.19442E-05,0,0,-1.06406E-17,-1.06406E-18,-1.06406E-19,-0.144219005,-0.014421901,-0.00144219,0.018447487,0.184474869,1.844748686,0.002660478,0.014421901
Kepler-435 b,Kepler-435,b,1,1,8.6001536,0.0948,1.99,0.84,0.114,,6161.00,3.21,1.538,-0.1800,3.613,2.2500,,Hot,Subgiant,Hot Subgiant,743053.271,3.05908E+30,0.09483,1.5,2.5,1,11.18815379,1.54225E+11,4.86696E+18,-2.29009E-13,-0.007226989,1.59443E+27,2233197000,14181878142,8.4559E-06,0,0,-1.92023E-18,-1.92023E-19,-1.92023E-20,-0.067541105,-0.00675411,-0.000675411,0.107001351,1.070013507,10.70013507,0.007226989,0.00675411
TrES-1 b,TrES-1,b,2,1,3.03007,0.03925,1.13,0.84,0,K0 V,5230.00,0.85,1.04,0.0200,4.57,3.7000,,Solar,Main Sequence,Solar MS,261798.048,2.06856E+30,0.04152,1,4.6,1,11.36799472,2.33343E+11,7.36374E+18,-5.33285E-14,-0.001682918,1.59443E+27,591345000,5871716425,2.40001E-05,0,0,-8.62467E-19,-8.62467E-20,-8.62467E-21,-0.010688186,-0.001068819,-0.000106882,0.1574559,1.574558999,15.74558999,0.001682918,0.001068819
WASP-142 b,WASP-142,b,1,1,2.052868,0.0347,1.53,0.84,0,F8,6010.00,1.64,1.33,0.2600,4.13,2.0000,,Hot,Main Sequence,,177367.7952,2.64537E+30,0.03477,1.2,1.05,1,16.06131227,1.15163E+16,3.63426E+23,-7.32065E-19,-2.31022E-08,1.59443E+27,1140948000,5191046113,3.54246E-05,0,0,-4.92823E-17,-4.92823E-18,-4.92823E-19,-0.413772141,-0.041377214,-0.004137721,5.58332E-08,5.58332E-07,5.58332E-06,2.31022E-08,0.041377214
CoRoT-29 b,CoRoT-29,b,1,1,2.85057,0.0386,0.9,0.85,0.082,K0 V,5260.00,0.9,0.97,0.2000,4.3,4.5000,,Solar,Main Sequence,Solar MS,246289.248,1.92933E+30,0.03895,1,4.6,1,11.18547528,1.53276E+11,4.83704E+18,-7.63761E-14,-0.002410246,1.61341E+27,626130000,5774477809,2.55114E-05,0,0,-1.43895E-18,-1.43895E-19,-1.43895E-20,-0.016775866,-0.001677587,-0.000167759,0.143673437,1.436734374,14.36734374,0.002410246,0.001677587
TOI-5340 b,TOI-5340,b,1,1,4.9394392,0.0628,1.345,0.85,0.13,,5990.00,1.842,1.35,0.2080,4.036,3.5000,,Hot,Main Sequence,,426767.5469,2.68515E+30,0.06274,1.5,2.5,1,9.704265525,5061340143,1.59724E+17,-4.00787E-12,-0.126478621,1.61341E+27,1281479400,9394746280,1.47227E-05,0,0,-1.87979E-18,-1.87979E-19,-1.87979E-20,-0.037974914,-0.003797491,-0.000379749,3.330583438,33.30583438,333.0583438,0.126478621,0.003797491
WASP-26 b,WASP-26,b,2,1,2.7566,0.04,1.21,0.85,0,G0,6034.00,1.22,0.86,0.1600,4.44,6.0000,,Cool,Main Sequence,Cool MS,238170.24,1.71054E+30,0.03659,0.8,4.87,1,12.31692098,2.07454E+12,6.54674E+19,-5.457E-15,-0.00017221,1.61341E+27,848754000,5983914828,2.63811E-05,0,0,-6.42834E-18,-6.42834E-19,-6.42834E-20,-0.072473862,-0.007247386,-0.000724739,0.002376164,0.023761638,0.237616377,0.00017221,0.007247386
WASP-41 b,WASP-41,b,1,2,3.0524,0.04022,1.1,0.85,0,,5545.00,0.83,0.81,0.0600,4.53,1.2000,18.41,Cool,Main Sequence,Cool MS,263727.36,1.61109E+30,0.03839,0.8,1.07,1,15.91936672,8.30552E+15,2.62102E+23,-1.5093E-18,-4.76299E-08,1.61341E+27,577431000,6016826360,2.38245E-05,1590624,3.95014E-06,-7.29113E-19,-7.29113E-20,-7.29113E-21,-0.009102178,-0.000910218,-9.10218E-05,5.2328E-06,5.2328E-05,0.00052328,4.76299E-08,0.000910218
WASP-79 b,WASP-79,b,1,1,3.662392,0.0519,1.53,0.85,0,F5,6600.00,1.51,1.39,0.0300,4.2,1.4000,,Hot,Main Sequence,,316430.6688,2.76471E+30,0.05190,1.5,2.03,1,13.09887507,1.25567E+13,3.96259E+20,-1.19782E-15,-3.78003E-05,1.61341E+27,1050507000,7764129489,1.98564E-05,0,0,-2.3645E-18,-2.3645E-19,-2.3645E-20,-0.035417166,-0.003541717,-0.000354172,0.001067286,0.010672863,0.106728635,3.78003E-05,0.003541717
HAT-P-13 b,HAT-P-13,b,1,2,2.91625,0.04383,1.272,0.851,0.0133,G4,5653.00,1.756,1.32,0.4600,4.13,5.0000,,Hot,Main Sequence,,251964,2.62548E+30,0.04382,1.2,6,1,8.010642955,102480905.7,3.23405E+15,-1.16865E-10,-3.687965064,1.61531E+27,1221649200,6556874673,2.49368E-05,0,0,-1.55006E-17,-1.55006E-18,-1.55006E-19,-0.184876865,-0.018487687,-0.001848769,19.94822371,199.4822371,1994.822371,3.687965064,0.018487687
WASP-1 b,WASP-1,b,2,1,2.5199454,0.03889,1.483,0.854,0,F7 V,6110.00,1.47,1.24,0.1700,4.207,3.4000,,Hot,Main Sequence,,217723.2826,2.46636E+30,0.03894,1.2,4,1,10.45482963,28499000639,8.9936E+17,-3.6313E-13,-0.011459522,1.621E+27,1022679000,5817861192,2.88586E-05,0,0,-1.4325E-17,-1.4325E-18,-1.4325E-19,-0.147636887,-0.014763689,-0.001476369,0.07761964,0.776196398,7.761963978,0.011459522,0.014763689
WASP-176 b,WASP-176,b,1,1,3.899052,0.0535,1.505,0.855,0,F9,5941.00,1.925,1.345,0.1640,3.995,4.8100,,Hot,Subgiant,Hot Subgiant,336878.0928,2.67521E+30,0.05352,1.2,4,1,11.65506742,4.51926E+11,1.42617E+19,-3.54318E-14,-0.001118141,1.6229E+27,1339222500,8003486082,1.86512E-05,0,0,-6.67917E-18,-6.67917E-19,-6.67917E-20,-0.106509985,-0.010650999,-0.0010651,0.010497993,0.10497993,1.049799305,0.001118141,0.010650999
K2-238 b,K2-238,b,1,1,3.20466,0.046,1.3,0.86,0,G2 V,5630.00,1.59,1.19,0.3400,4.11,5.6300,,Hot,Main Sequence,,276882.624,2.36691E+30,0.04508,1.2,6,1,8.249265559,177527468.2,5.60234E+15,-7.4134E-11,-2.339491123,1.63239E+27,1106163000,6881502052,2.26926E-05,0,0,-7.55821E-18,-7.55821E-19,-7.55821E-20,-0.099062592,-0.009906259,-0.000990626,23.6162922,236.162922,2361.62922,2.339491123,0.009906259
WASP-59 b,WASP-59,b,1,1,7.919585,0.0697,0.775,0.863,0.1,K5 V,4650.00,0.613,0.719,-0.1500,4.72,0.5000,,Cool,Main Sequence,Cool MS,684252.144,1.43009E+30,0.06966,0.8,1.07,1,20.97082338,9.35025E+20,2.95072E+28,-3.4784E-23,-1.0977E-12,1.63809E+27,426464100,10426971588,9.18256E-06,0,0,-5.41715E-21,-5.41715E-22,-5.41715E-23,-0.000175462,-1.75462E-05,-1.75462E-06,6.25607E-09,6.25607E-08,6.25607E-07,1.0977E-12,1.75462E-05
WASP-44 b,WASP-44,b,1,1,2.423804,0.03453,1.1,0.87,0,G8 V,5420.00,0.906,0.935,-0.0030,4.494,10.3000,,Solar,Main Sequence,Solar MS,209416.6656,1.85972E+30,0.03453,1,11,1,10.01017065,10236951707,3.23054E+17,-9.72362E-13,-0.030685404,1.65137E+27,630304200,5165614475,3.00033E-05,0,0,-3.24281E-18,-3.24281E-19,-3.24281E-20,-0.032146039,-0.003214604,-0.00032146,0.954562505,9.545625053,95.45625053,0.030685404,0.003214604
WASP-155 b,WASP-155,b,1,1,3.110413,0.043,1.2,0.871,0,,5660.00,1.24,1.09,0.0000,4.3,1.7000,,Solar,Main Sequence,Solar MS,268739.6832,2.16801E+30,0.04292,1,1.03,1,14.66560146,4.63022E+14,1.46119E+22,-2.75878E-17,-8.70606E-07,1.65327E+27,862668000,6432708440,2.33802E-05,0,0,-3.48011E-18,-3.48011E-19,-3.48011E-20,-0.044271021,-0.004427102,-0.00044271,1.96654E-05,0.000196654,0.001966537,8.70606E-07,0.004427102
HAT-P-29 b,HAT-P-29,b,2,1,5.72319,0.0667,1.17,0.88,0.09,F8,6087.00,1.3,1.45,0.2100,4.34,2.2000,,Hot,Main Sequence,,494483.616,2.88405E+30,0.07088,1.5,2.03,1,14.41329133,2.58995E+14,8.17326E+21,-9.07503E-17,-2.86386E-06,1.67035E+27,904410000,9978177976,1.27066E-05,0,0,-2.02589E-19,-2.02589E-20,-2.02589E-21,-0.004742027,-0.000474203,-4.74203E-05,0.000603932,0.006039317,0.060393172,2.86386E-06,0.000474203
HATS-31 b,HATS-31,b,1,1,3.37796,0.0478,1.64,0.88,0.233,,6050.00,1.87,1.275,0.0000,4,4.3000,,Hot,Main Sequence,,291855.744,2.53598E+30,0.04778,1.2,4,1,11.26059005,1.82217E+11,5.75035E+18,-7.61317E-14,-0.002402533,1.67035E+27,1300959000,7150778219,2.15284E-05,0,0,-1.27186E-17,-1.27186E-18,-1.27186E-19,-0.175712546,-0.017571255,-0.001757125,0.01367309,0.136730902,1.367309019,0.002402533,0.017571255
WASP-23 b,WASP-23,b,1,1,2.9444256,0.0376,0.962,0.884,0.062,,5150.00,0.765,0.78,-0.0500,4.4,6.2000,,Cool,Main Sequence,Cool MS,254398.3718,1.55142E+30,0.03701,0.8,4.87,1,12.5613139,3.64178E+12,1.14926E+20,-3.32038E-15,-0.000104783,1.67795E+27,532210500,5624879938,2.46982E-05,0,0,-9.11544E-19,-9.11544E-20,-9.11544E-21,-0.010977093,-0.001097709,-0.000109771,0.009545624,0.095456243,0.954562425,0.000104783,0.001097709
WASP-28 b,WASP-28,b,1,1,3.40883495,0.0442,1.219,0.889,0,F8,6084.00,1.083,0.993,-0.2000,4.37,5.5000,,Solar,Main Sequence,Solar MS,294523.3397,1.97508E+30,0.04423,1,4.6,1,11.72003616,5.24851E+11,1.6563E+19,-2.66729E-14,-0.000841734,1.68744E+27,753443100,6612225885,2.13334E-05,0,0,-1.57554E-18,-1.57554E-19,-1.57554E-20,-0.021965707,-0.002196571,-0.000219657,0.038320364,0.383203644,3.832036435,0.000841734,0.002196571
WASP-145 A b,WASP-145 A,b,2,1,1.7690381,0.0261,0.9,0.89,0,K2 V,4900.00,0.68,0.76,-0.0400,4.65,6.9900,,Cool,Main Sequence,Cool MS,152844.8918,1.51164E+30,0.02613,0.8,4.87,1,10.6723446,47026710147,1.48405E+18,-1.54488E-13,-0.004875258,1.68934E+27,473076000,3904504425,4.11082E-05,0,0,-5.39801E-18,-5.39801E-19,-5.39801E-20,-0.039055318,-0.003905532,-0.000390553,0.124829553,1.248295526,12.48295526,0.004875258,0.003905532
HAT-P-45 b,HAT-P-45,b,1,1,3.128992,0.0452,1.426,0.892,0.049,,6330.00,1.319,1.259,0.0700,4.3,2.0000,,Hot,Main Sequence,,270344.9088,2.50415E+30,0.04521,1.2,1.05,1,18.12870643,1.34495E+18,4.24434E+25,-9.5543E-21,-3.01511E-10,1.69313E+27,917628300,6761823756,2.32414E-05,0,0,-3.25476E-18,-3.25476E-19,-3.25476E-20,-0.041651693,-0.004165169,-0.000416517,7.23886E-09,7.23886E-08,7.23886E-07,3.01511E-10,0.004165169
WASP-76 b,WASP-76,b,2,1,1.80988198,0.033,1.854,0.894,0,F7,6329.00,1.756,1.458,0.3660,4.196,1.8160,,Hot,Main Sequence,,156373.8031,2.89996E+30,0.03296,1.5,2.03,1,11.02348927,1.05558E+11,3.33114E+18,-7.04145E-14,-0.002222112,1.69693E+27,1221649200,4936729733,4.01805E-05,0,0,-9.81828E-17,-9.81828E-18,-9.81828E-19,-0.726765978,-0.072676598,-0.00726766,0.003057535,0.030575347,0.305753474,0.002222112,0.072676598
TOI-5592 b,TOI-5592,b,1,1,2.6085846,0.03935,1.53,0.899,0.062,,6237.00,1.393,1.194,-0.0130,4.226,3.6000,,Hot,Main Sequence,,225381.7094,2.37487E+30,0.03935,1.2,4,1,10.54988858,35472236911,1.11942E+18,-3.02007E-13,-0.009530624,1.70642E+27,969110100,5886676212,2.7878E-05,0,0,-1.09002E-17,-1.09002E-18,-1.09002E-19,-0.116291775,-0.011629177,-0.001162918,0.081954415,0.819544146,8.195441464,0.009530624,0.011629177
WASP-123 b,WASP-123,b,2,1,2.9776412,0.04263,1.318,0.899,0,G5,5740.00,1.285,1.166,0.1800,4.286,6.9000,,Hot,Main Sequence,,257268.1997,2.31917E+30,0.04264,1.2,6,1,8.063355655,115705940,3.6514E+15,-1.05686E-10,-3.335198689,1.70642E+27,893974500,6377357228,2.44227E-05,0,0,-4.37704E-18,-4.37704E-19,-4.37704E-20,-0.053304252,-0.005330425,-0.000533043,62.56909308,625.6909308,6256.909308,3.335198689,0.005330425
WASP-180 A b,WASP-180 A,b,2,1,3.409264,0.048,1.24,0.9,0,F7 V,6600.00,1.19,1.3,0.1000,4.42,1.2000,3.3,Hot,Main Sequence,,294560.4096,2.5857E+30,0.04839,1.2,1.05,1,18.54949842,3.54404E+18,1.11841E+26,-3.9506E-21,-1.24672E-10,1.70832E+27,827883000,7180697794,2.13307E-05,285120,2.2037E-05,4.27743E-20,4.27743E-21,4.27743E-22,0.000596421,5.96421E-05,5.96421E-06,-2.09033E-07,-2.09033E-06,-2.09033E-05,1.24672E-10,5.96421E-05
KELT-4 A b,KELT-4 A,b,3,1,2.9895932,0.04317,1.699,0.902,0,F,6206.00,1.603,1.201,-0.1160,4.108,4.4400,,Hot,Main Sequence,,258300.8525,2.38879E+30,0.04317,1.2,4,1,10.92475524,84092107451,2.65375E+18,-1.46002E-13,-0.004607463,1.71211E+27,1115207100,6458140078,2.43251E-05,0,0,-1.20465E-17,-1.20465E-18,-1.20465E-19,-0.147293178,-0.014729318,-0.001472932,0.031280899,0.312808992,3.128089917,0.004607463,0.014729318
Kepler-176 b,Kepler-176,b,1,4,5.433074,0.058,0.128,0.91413163,0,,5232.00,0.891,0.86,0.1300,4.474,2.4500,,Cool,Main Sequence,Cool MS,469417.5936,1.71054E+30,0.05752,0.8,1.07,1,18.97424487,9.42421E+18,2.97405E+26,-2.36756E-21,-7.47146E-11,1.73514E+27,619868700,8676676501,1.33851E-05,0,0,-1.13701E-19,-1.13701E-20,-1.13701E-21,-0.002526507,-0.000252651,-2.52651E-05,2.95723E-08,2.95723E-07,2.95723E-06,7.47146E-11,0.000252651
HD 179949 b,HD 179949,b,1,1,3.092514,0.0443,1.24,0.916,0.022,F8 V,6168.00,1.266865,1.21,0.1370,4.341,2.5600,,Hot,Main Sequence,,267193.2096,2.40669E+30,0.04427,1.2,4,1,11.01782473,1.0419E+11,3.28798E+18,-1.21896E-13,-0.003846732,1.73869E+27,881357980.5,6627185672,2.35155E-05,0,0,-3.18042E-18,-3.18042E-19,-3.18042E-20,-0.040225819,-0.004022582,-0.000402258,0.095628435,0.956284349,9.562843488,0.003846732,0.004022582
CoRoT-12 b,CoRoT-12,b,1,1,2.828042,0.04016,1.44,0.917,0.07,,5675.00,1.116,1.078,0.1600,4.375,6.3000,,Solar,Main Sequence,Solar MS,244342.8288,2.14414E+30,0.04013,1,8.72,1,10.67462247,47274012875,1.49185E+18,-2.45677E-13,-0.007752975,1.74059E+27,776401200,6007850487,2.57146E-05,0,0,-3.38587E-18,-3.38587E-19,-3.38587E-20,-0.039161991,-0.003916199,-0.00039162,0.197971934,1.979719338,19.79719338,0.007752975,0.003916199
HAT-P-33 b,HAT-P-33,b,2,1,3.47447,0.04995,1.85,0.92,0,F4,6446.00,1.79,1.82,0.0500,4.15,2.3000,,Hot,Main Sequence,,300194.208,3.61998E+30,0.05482,2,0.92,1,8.425921942,266637938.1,8.41445E+15,-5.3514E-11,-1.688774355,1.74628E+27,1245303000,7472413641,2.09304E-05,0,0,-5.84075E-18,-5.84075E-19,-5.84075E-20,-0.082997663,-0.008299766,-0.000829977,20.34725177,203.4725177,2034.725177,1.688774355,0.008299766
HATS-32 b,HATS-32,b,1,1,2.8126548,0.04024,1.249,0.92,0.471,,5700.00,1.097,1.099,0.3900,4.396,3.5000,,Solar,Main Sequence,Solar MS,243013.3747,2.18591E+30,0.04024,1,4.6,1,11.14545405,1.39783E+11,4.41121E+18,-8.26349E-14,-0.002607759,1.74628E+27,763182900,6019818317,2.58553E-05,0,0,-3.04418E-18,-3.04418E-19,-3.04418E-20,-0.035018307,-0.003501831,-0.000350183,0.074468436,0.744684362,7.44684362,0.002607759,0.003501831
TOI-2154 b,TOI-2154,b,1,1,3.8240801,0.0513,1.453,0.92,0.117,,6280.00,1.396,1.233,0.0110,4.239,2.9000,,Hot,Main Sequence,,330400.5206,2.45244E+30,0.05132,1.2,4,1,11.60168042,3.99651E+11,1.2612E+19,-3.92959E-14,-0.001240085,1.74628E+27,971197200,7674370767,1.90169E-05,0,0,-1.97784E-18,-1.97784E-19,-1.97784E-20,-0.030933335,-0.003093334,-0.000309333,0.040088962,0.400889615,4.008896152,0.001240085,0.003093334
HATS-55 b,HATS-55,b,1,1,4.2042001,0.05412,1.251,0.921,0.092,,6214.00,1.126,1.1955,0.1080,4.4121,0.4000,,Hot,Main Sequence,,363242.8886,2.37785E+30,0.05411,1.2,1.05,1,19.57755988,3.78059E+19,1.19306E+27,-4.56693E-22,-1.44121E-11,1.74818E+27,783358200,8096236762,1.72975E-05,0,0,-4.85269E-19,-4.85269E-20,-4.85269E-21,-0.00834401,-0.000834401,-8.34401E-05,1.72724E-09,1.72724E-08,1.72724E-07,1.44121E-11,0.000834401
WASP-98 b,WASP-98,b,2,1,2.96264036,0.03762,1.144,0.922,0,G7,5473.00,0.741,0.809,-0.4900,4.606,2.7000,,Cool,Main Sequence,Cool MS,255972.1271,1.6091E+30,0.03762,0.8,1.07,1,15.76122683,5.77068E+15,1.82109E+23,-2.1084E-18,-6.65361E-08,1.75008E+27,515513700,5627871896,2.45464E-05,0,0,-7.74735E-19,-7.74735E-20,-7.74735E-21,-0.009387311,-0.000938731,-9.38731E-05,7.08787E-06,7.08787E-05,0.000708787,6.65361E-08,0.000938731
Kepler-24 d,Kepler-24,d,1,4,4.244384,0.051,0.149,0.92489845,0,,5897.00,1.289,1.046,-0.0708,4.2,3.0200,,Solar,Main Sequence,Solar MS,366714.7776,2.08049E+30,0.05208,1,4.6,1,12.37527049,2.37285E+12,7.48815E+19,-7.3459E-15,-0.000231819,1.75558E+27,896757300,7629491406,1.71337E-05,0,0,-1.45953E-18,-1.45953E-19,-1.45953E-20,-0.025335986,-0.002533599,-0.00025336,0.009149795,0.091497952,0.914979518,0.000231819,0.002533599
