pl_name,hostname,pl_letter,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_rotp,mass_class,evol_stage,host_bin,secs_pl_orbper,msol_kg,a_calc,st_mass_bin,age_bin,j_mass_bin,log10_tau_wein,t_a_wein_yr,t_a_wein_sec,Pdot_WN_ss,Pdot_WN_ms_yr,Mp_kg,Rstar_m,a_m,n_rad_s,Prot_sec,Omega_st_rad_s,adot_over_a_Q6,adot_over_a_Q7,adot_over_a_Q8,Pdot_Q6_ms_yr,Pdot_Q7_ms_yr,Pdot_Q8_ms_yr,ratio_WN_to_Q6,ratio_WN_to_Q7,ratio_WN_to_Q8,abs_Pdot_WN,abs_Pdot_Q7
WASP-66 b,WASP-66,b,1,1,4.08605,0.0546,1.4,2.35,0,,6600.00,1.76,1.33,-0.3100,4.3,3.7000,,Hot,Main Sequence,,353034.72,2.64537E+30,0.05501,1.2,4,2,11.71477463,5.18531E+11,1.63636E+19,-3.23616E-14,-0.001021255,4.46061E+27,1224432000,8168043740,1.77976E-05,0,0,-1.02227E-17,-1.02227E-18,-1.02227E-19,-0.170835484,-0.017083548,-0.001708355,0.005978001,0.059780008,0.597800083,0.001021255,0.017083548
Kepler-203 c,Kepler-203,c,1,3,5.370647,0.061,0.22,2.36,0,,5821.00,1.114,1.06,0.0800,4.358,1.7800,,Solar,Main Sequence,Solar MS,464023.9008,2.10834E+30,0.06120,1,1.03,2,15.05547986,1.13627E+15,3.58578E+22,-1.9411E-17,-6.12564E-07,4.47959E+27,775009800,9125470113,1.35407E-05,0,0,-5.72017E-19,-5.72017E-20,-5.72017E-21,-0.012564484,-0.001256448,-0.000125645,4.87536E-05,0.000487536,0.004875365,6.12564E-07,0.001256448
NGTS-21 b,NGTS-21,b,1,1,1.5433897,0.0236,1.33,2.36,0,K3 V,4660.00,0.86,0.72,-0.2600,4.63,10.0200,17.89,Cool,Main Sequence,Cool MS,133348.8701,1.43208E+30,0.02343,0.8,8.97,2,9.352596485,2252145709,7.10723E+16,-2.81436E-12,-0.088814549,4.47959E+27,598302000,3530509749,4.71184E-05,1545696,4.06496E-06,-8.47045E-17,-8.47045E-18,-8.47045E-19,-0.534676198,-0.05346762,-0.005346762,0.166109038,1.661090378,16.61090378,0.088814549,0.05346762
WASP-36 b,WASP-36,b,2,1,1.53736596,0.02677,1.327,2.361,0,,5959.00,0.985,1.081,-0.2600,4.486,1.4000,,Solar,Main Sequence,Solar MS,132828.4189,2.15011E+30,0.02676,1,1.03,2,9.98898793,9749625405,3.07675E+17,-6.47575E-13,-0.020435927,4.48148E+27,685264500,4004734999,4.7303E-05,0,0,-6.50856E-17,-6.50856E-18,-6.50856E-19,-0.409233638,-0.040923364,-0.004092336,0.049937064,0.499370643,4.993706435,0.020435927,0.040923364
TOI-1333 b,TOI-1333,b,2,1,4.720219,0.0626,1.396,2.37,0.073,,6274.00,1.925,1.464,0.1190,4.034,2.3300,5.3,Hot,Main Sequence,,407826.9216,2.9119E+30,0.06253,1.5,2.5,2,9.472156187,2965897837,9.35966E+16,-6.53592E-12,-0.206258076,4.49857E+27,1339222500,9364826706,1.54065E-05,457920,1.37211E-05,-7.00758E-19,-7.00758E-20,-7.00758E-21,-0.013528172,-0.001352817,-0.000135282,15.24655926,152.4655926,1524.655926,0.206258076,0.001352817
NGTS-3 A b,NGTS-3 A,b,2,1,1.6753728,0.023,1.48,2.38,,G6 V,5600.00,0.93,1.017,0.1200,4.44807,,,Solar,Main Sequence,Solar MS,144752.2099,2.02281E+30,0.02776,,,,,,,,,,,,,,,,,,,,,,,,,
HATS-12 b,HATS-12,b,1,1,3.142702,0.0441,0.69230083,2.39,0.085,F,6357.00,1.17,1.16,-0.1000,4.36,2.3600,,Hot,Main Sequence,,271529.4528,2.30724E+30,0.04412,1.2,1.05,2,18.53988913,3.46648E+18,1.09394E+26,-3.72319E-21,-1.17495E-10,4.53653E+27,813969000,6597266098,2.314E-05,0,0,-5.85364E-18,-5.85364E-19,-5.85364E-20,-0.075238133,-0.007523813,-0.000752381,1.56164E-09,1.56164E-08,1.56164E-07,1.17495E-10,0.007523813
CoRoT-17 b,CoRoT-17,b,1,1,3.7681,0.0461,1.02,2.43,0,G2 V,5740.00,1.59,1.04,0.0000,4.4,10.7000,,Solar,Main Sequence,Solar MS,325563.84,2.06856E+30,0.04802,1,11,2,11.19662197,1.57261E+11,4.96279E+18,-9.84014E-14,-0.003105313,4.61246E+27,1106163000,6896461839,1.92994E-05,0,0,-2.05582E-17,-2.05582E-18,-2.05582E-19,-0.316822243,-0.031682224,-0.003168222,0.009801438,0.098014377,0.98014377,0.003105313,0.031682224
WASP-3 b,WASP-3,b,3,1,1.84683,0.0315,1.42,2.43,0,,6400.00,1.44,1.62,0.0000,4.25,2.1000,,Hot,Main Sequence,,159566.112,3.22218E+30,0.03460,1.5,2.03,2,10.82628856,67032985467,2.1154E+18,-1.13146E-13,-0.003570618,4.61246E+27,1001808000,4712332927,3.93767E-05,0,0,-1.10148E-16,-1.10148E-17,-1.10148E-18,-0.831979615,-0.083197962,-0.008319796,0.004291713,0.04291713,0.429171303,0.003570618,0.083197962
WASP-99 b,WASP-99,b,1,1,5.75251,0.0717,1.02,2.43,0,F8,6150.00,1.64,1.21,0.2100,4.3,3.0000,,Hot,Main Sequence,,497016.864,2.40669E+30,0.06696,1.2,4,2,12.67445224,4.72555E+12,1.49127E+20,-4.99927E-15,-0.000157765,4.61246E+27,1140948000,10726167329,1.26418E-05,0,0,-1.4847E-18,-1.4847E-19,-1.4847E-20,-0.034930604,-0.00349306,-0.000349306,0.004516521,0.045165211,0.45165211,0.000157765,0.00349306
WASP-140 b,WASP-140,b,2,1,2.2359835,0.0323,1.44,2.44,0.047,K0,5260.00,0.87,0.9,0.1200,4.51,0.5000,,Cool,Main Sequence,Cool MS,193188.9744,1.7901E+30,0.03231,1,1.03,2,11.50629178,3.20842E+11,1.0125E+19,-2.86205E-14,-0.000903196,4.63144E+27,605259000,4832011224,3.25235E-05,0,0,-1.16766E-17,-1.16766E-18,-1.16766E-19,-0.106780685,-0.010678069,-0.001067807,0.008458417,0.084584173,0.845841732,0.000903196,0.010678069
Kepler-17 b,Kepler-17,b,1,1,1.4857108,0.02591,1.31,2.45,0.011,G2 V,5781.00,1.01034,1.04,0.2600,4.44616,1.8000,12.01,Solar,Main Sequence,Solar MS,128365.4131,2.06856E+30,0.02582,1,1.03,2,9.850558236,7088563538,2.23698E+17,-8.6075E-13,-0.027163207,4.65042E+27,702893538,3876080830,4.89476E-05,1037664,6.05513E-06,-8.50945E-17,-8.50945E-18,-8.50945E-19,-0.517064734,-0.051706473,-0.005170647,0.052533475,0.525334747,5.253347474,0.027163207,0.051706473
HAT-P-22 b,HAT-P-22,b,2,1,3.21222,0.0414,1.15,2.47,0.02,G5 V,5302.00,1.11,1.13,0.2400,4.36,12.4000,28.7,Hot,Main Sequence,,277535.808,2.24757E+30,0.04438,1.2,6,2,8.246486625,176395143.8,5.56661E+15,-7.47859E-11,-2.360063338,4.68838E+27,772227000,6193351847,2.26392E-05,2479680,2.53387E-06,-5.6876E-18,-5.6876E-19,-5.6876E-20,-0.07472115,-0.007472115,-0.000747211,31.58494408,315.8494408,3158.494408,2.360063338,0.007472115
M62H b,M62H,b,1,1,0.132935028,,,2.47,,,,,1.4,,,,,Hot,,,11485.58642,2.7846E+30,0.00570,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4201 b,TOI-4201,b,1,1,3.5819194,0.04,1.22,2.48,0.041,M1.0+/-0.5,3794.00,0.63,0.61,0.5200,4.64,1.4000,17.3,Cool,Main Sequence,Cool MS,309477.8362,1.21329E+30,0.03886,0.5,1.07,2,18.04058201,1.09795E+18,3.46486E+25,-1.33978E-20,-4.22804E-10,4.70736E+27,438291000,5983914828,2.03025E-05,1494720,4.20359E-06,-5.92528E-19,-5.92528E-20,-5.92528E-21,-0.008680278,-0.000868028,-8.68028E-05,4.87085E-08,4.87085E-07,4.87085E-06,4.22804E-10,0.000868028
WASP-161 b,WASP-161,b,1,1,5.4060425,0.0673,1.143,2.49,,,6400.00,1.712,1.39,0.1600,4.111,,,Hot,Main Sequence,,467082.072,2.76471E+30,0.06728,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar-2 b,Qatar-2,b,1,1,1.33711647,0.02153,1.254,2.494,0,,4645.00,0.776,0.743,0.0200,4.53,5.0000,18,Cool,Main Sequence,Cool MS,115526.863,1.47783E+30,0.02151,0.8,4.87,2,8.954201476,899914968.9,2.83992E+16,-6.10195E-12,-0.192562965,4.73394E+27,539863200,3220842156,5.43872E-05,1555200,4.04011E-06,-9.6019E-17,-9.6019E-18,-9.6019E-19,-0.525092096,-0.05250921,-0.005250921,0.366722269,3.667222688,36.67222688,0.192562965,0.05250921
TOI-150.01,TOI-150,b,1,1,5.857487,0.07037,1.255,2.51,0.262,F,6255.00,1.526,1.351,0.2800,4.13,2.3460,,Hot,Main Sequence,,506086.8768,2.68714E+30,0.07031,1.5,2.5,3,10.08272491,12098315562,3.81794E+17,-1.98833E-12,-0.062746778,4.76431E+27,1061638200,10527202161,1.24152E-05,0,0,-1.03322E-18,-1.03322E-19,-1.03322E-20,-0.024752269,-0.002475227,-0.000247523,2.534990911,25.34990911,253.4990911,0.062746778,0.002475227
WASP-8 b,WASP-8,b,2,2,8.15872,0.0801,1.13,2.54,0.31,G8 V,5600.00,1.03,1.34,0.1700,4.5,4.0000,,Hot,Main Sequence,,704913.408,2.66526E+30,0.08745,1.2,4,3,13.63175517,4.28307E+13,1.35163E+21,-7.8229E-16,-2.46872E-05,4.82125E+27,716571000,11982789443,8.91341E-06,0,0,-5.5486E-20,-5.5486E-21,-5.5486E-22,-0.001851459,-0.000185146,-1.85146E-05,0.013333915,0.133339145,1.333391455,2.46872E-05,0.000185146
TOI-942 b,TOI-942,b,1,2,4.32421,0.04866,0.34704315,2.6,0.34,K2.5 V,4969.00,0.894,0.822,-0.2210,4.314,0.0530,3.39,Cool,Main Sequence,Cool MS,373611.744,1.63496E+30,0.04866,0.8,1.07,3,14.75402677,5.6758E+14,1.79114E+22,-3.12882E-17,-9.87382E-07,4.93514E+27,621955800,7279432388,1.68174E-05,292896,2.14519E-05,2.86629E-19,2.86629E-20,2.86629E-21,0.00506915,0.000506915,5.06915E-05,-0.000194782,-0.001947825,-0.019478246,9.87382E-07,0.000506915
HATS-76 b,HATS-76,b,1,1,1.9416423,0.02658,1.079,2.629,0.062,,4016.00,0.6259,0.662,0.3220,4.665,4.6000,15.16063,Cool,Main Sequence,Cool MS,167757.8947,1.31672E+30,0.02655,0.8,4.87,3,9.928789293,8487685779,2.67851E+17,-9.39466E-13,-0.029647285,4.99018E+27,435438630,3976311403,3.74539E-05,1309878.432,4.79677E-06,-8.77096E-18,-8.77096E-19,-8.77096E-20,-0.069650647,-0.006965065,-0.000696506,0.425656997,4.256569972,42.56569972,0.029647285,0.006965065
WASP-32 b,WASP-32,b,1,1,2.71866,0.0394,0.96,2.63,0,,6140.00,0.95,0.72,-0.1300,4.4,2.2200,11.6,Cool,Main Sequence,Cool MS,234892.224,1.43208E+30,0.03417,0.8,1.07,3,12.71292406,5.16326E+12,1.6294E+20,-2.16238E-15,-6.82395E-05,4.99208E+27,660915000,5894156106,2.67492E-05,1002240,6.26914E-06,-5.6948E-18,-5.6948E-19,-5.6948E-20,-0.063320219,-0.006332022,-0.000633202,0.001077689,0.010776889,0.107768893,6.82395E-05,0.006332022
WASP-61 b,WASP-61,b,1,1,3.8559,0.0521,1.41,2.68,0,,6250.00,1.55,1.82,-0.1000,4.26,2.7000,,Hot,Main Sequence,,333149.76,3.61998E+30,0.05876,2,0.92,3,8.562358819,365055435.4,1.15203E+16,-4.33778E-11,-1.368900697,5.08699E+27,1078335000,7794049063,1.88599E-05,0,0,-6.04589E-18,-6.04589E-19,-6.04589E-20,-0.095344362,-0.009534436,-0.000953444,14.35743733,143.5743733,1435.743733,1.368900697,0.009534436
WASP-141 b,WASP-141,b,1,1,3.310651,0.0469,1.21,2.69,0,F9,5900.00,1.37,1.25,0.2900,4.26,5.0000,,Hot,Main Sequence,,286040.2464,2.48625E+30,0.04683,1.2,6,3,8.325165633,211429524.4,6.67221E+15,-6.43056E-11,-2.029330439,5.10597E+27,953109000,7016140136,2.19661E-05,0,0,-9.39118E-18,-9.39118E-19,-9.39118E-20,-0.127157688,-0.012715769,-0.001271577,15.95916429,159.5916429,1595.916429,2.029330439,0.012715769
HATS-22 b,HATS-22,b,1,1,4.7228124,0.05025,0.953,2.74,0.079,K V,4803.00,0.689,0.759,0.0000,4.644,,,Cool,Main Sequence,Cool MS,408050.9914,1.50965E+30,0.05025,,,,,,,,,,,,,,,,,,,,,,,,,
KELT-16 b,KELT-16,b,2,1,0.9689951,0.02044,1.415,2.75,0,F7 V,6236.00,1.36,1.211,-0.0020,4.253,3.1000,,Hot,Main Sequence,,83721.17664,2.40868E+30,0.02043,1.2,4,3,7.631734472,42828658.58,1.35157E+15,-9.29155E-11,-2.932190013,5.21986E+27,946152000,3057780477,7.50489E-05,0,0,-2.07592E-15,-2.07592E-16,-2.07592E-17,-8.226978649,-0.822697865,-0.082269786,0.356411526,3.564115258,35.64115258,2.932190013,0.822697865
Kepler-82 d,Kepler-82,d,1,5,2.382961,0.034,0.158,2.78482974,0,,5428.00,0.945,0.946,0.2107,4.466,1.4100,,Solar,Main Sequence,Solar MS,205887.8304,1.88159E+30,0.03428,1,1.03,3,11.36936253,2.34079E+11,7.38697E+18,-4.18076E-14,-0.001319348,5.28597E+27,657436500,5086327604,3.05175E-05,0,0,-1.3919E-17,-1.3919E-18,-1.3919E-19,-0.135654344,-0.013565434,-0.001356543,0.009725808,0.097258083,0.972580827,0.001319348,0.013565434
WASP-158 b,WASP-158,b,1,1,3.656333,0.0517,1.07,2.79,0,F6 V,6350.00,1.39,1.38,0.2400,4.3,1.9300,,Hot,Main Sequence,,315907.1712,2.74482E+30,0.05172,1.5,2.03,3,12.60661304,4.04216E+12,1.27561E+20,-3.71479E-15,-0.00011723,5.29578E+27,967023000,7734209915,1.98893E-05,0,0,-5.27659E-18,-5.27659E-19,-5.27659E-20,-0.078905657,-0.007890566,-0.000789057,0.001485695,0.014856947,0.148569469,0.00011723,0.007890566
CoRoT-23 b,CoRoT-23,b,1,1,3.6313,0.048,1.05,2.8,0.16,G0 V,5900.00,1.61,1.14,0.0500,4.3,7.2000,,Hot,Main Sequence,,313744.32,2.26746E+30,0.04830,1.2,6,3,8.566150789,368256811.5,1.16213E+16,-4.0496E-11,-1.277957299,5.31476E+27,1120077000,7180697794,2.00265E-05,0,0,-1.95059E-17,-1.95059E-18,-1.95059E-19,-0.289693071,-0.028969307,-0.002896931,4.411418239,44.11418239,441.1418239,1.277957299,0.028969307
TOI-778 b,TOI-778,b,1,1,4.633611,0.06,1.37,2.8,0.21,F3 V,6643.00,1.71,1.4,0.0000,4.05,1.9500,2.584,Hot,Main Sequence,,400343.9904,2.7846E+30,0.06085,1.5,2.03,3,13.25447912,1.79671E+13,5.67E+20,-1.05911E-15,-3.3423E-05,5.31476E+27,1189647000,8975872242,1.56945E-05,223257.6,2.81432E-05,4.37287E-18,4.37287E-19,4.37287E-20,0.082869547,0.008286955,0.000828695,-0.000403321,-0.004033207,-0.040332068,3.3423E-05,0.008286955
Kepler-433 b,Kepler-433,b,1,1,5.33408384,0.0679,1.45,2.82,0.119,,6360.00,2.26,1.46,-0.0100,3.892,2.6700,,Hot,Subgiant,Hot Subgiant,460864.8438,2.90394E+30,0.06778,1.5,2.5,3,9.827658225,6724472548,2.12208E+17,-3.25764E-12,-0.102803195,5.35273E+27,1572282000,10157695421,1.36335E-05,0,0,-1.00481E-17,-1.00481E-18,-1.00481E-19,-0.219205432,-0.021920543,-0.002192054,0.468981058,4.689810583,46.89810583,0.102803195,0.021920543
TOI-2152 A b,TOI-2152,b,3,1,3.3773512,0.05064,1.281,2.83,0.057,F4 V,6630.00,1.612,1.516,0.2820,4.205,0.8300,,Hot,Main Sequence,,291803.1437,3.01532E+30,0.05061,1.5,2.03,3,12.38953516,2.45208E+12,7.73819E+19,-5.65643E-15,-0.000178503,5.37171E+27,1121468400,7575636172,2.15323E-05,0,0,-1.22721E-17,-1.22721E-18,-1.22721E-19,-0.169514039,-0.016951404,-0.00169514,0.001053029,0.010530291,0.105302914,0.000178503,0.016951404
WASP-73 b,WASP-73,b,1,1,4.08722,0.05512,1.42,2.86,0,F9,6030.00,2.55,2.52,0.1400,3.93,4.3000,,Hot,Subgiant,Hot Subgiant,353135.808,5.01228E+30,0.06808,2,0.92,3,8.718314679,522774840.9,1.64975E+16,-3.21081E-11,-1.013254025,5.42865E+27,1774035000,8245834633,1.77925E-05,0,0,-3.9971E-17,-3.9971E-18,-3.9971E-19,-0.668162481,-0.066816248,-0.006681625,1.516478484,15.16478484,151.6478484,1.013254025,0.066816248
KELT-9 b,KELT-9,b,2,1,1.4811235,0.03462,1.891,2.88,0,B9.5-A0,10170.00,2.362,2.52,-0.0300,4.093,0.3000,,Hot,Main Sequence,,127969.0704,5.01228E+30,0.03461,2,0.7,3,11.3061415,2.02368E+11,6.38624E+18,-3.00574E-14,-0.000948538,5.46661E+27,1643243400,5179078284,4.90992E-05,0,0,-7.7485E-16,-7.7485E-17,-7.7485E-18,-4.693727048,-0.469372705,-0.04693727,0.000202086,0.002020863,0.020208633,0.000948538,0.469372705
CoRoT-30 b,CoRoT-30,b,1,1,9.06005,0.0844,1.009,2.9,0.007,G3 V,5650.00,0.91,0.98,0.0200,4.4,3.0000,,Solar,Main Sequence,Solar MS,782788.32,1.94922E+30,0.08449,1,4.6,3,14.04895518,1.11932E+14,3.53231E+21,-3.32412E-16,-1.04901E-05,5.50458E+27,633087000,12626060287,8.02667E-06,0,0,-3.23287E-20,-3.23287E-21,-3.23287E-22,-0.001197922,-0.000119792,-1.19792E-05,0.008756933,0.087569331,0.875693312,1.04901E-05,0.000119792
NGTS-9 b,NGTS-9,b,1,1,4.43527,0.058,1.07,2.9,0.06,F8 V,6330.00,1.38,1.34,0.3100,4.37,0.9600,,Hot,Main Sequence,,383207.328,2.66526E+30,0.05825,1.2,1.05,3,20.60000988,3.98116E+20,1.25636E+28,-4.57521E-23,-1.44383E-12,5.50458E+27,960066000,8676676501,1.63963E-05,0,0,-2.52744E-18,-2.52744E-19,-2.52744E-20,-0.045846945,-0.004584694,-0.000458469,3.14923E-11,3.14923E-10,3.14923E-09,1.44383E-12,0.004584694
CoRoT-6 b,CoRoT-6,b,1,1,8.886593,0.0855,1.166,2.96,0.1,F9 V,6090.00,1.025,1.05,-0.2000,4.43,2.5000,6.4,Solar,Main Sequence,Solar MS,767801.6352,2.08845E+30,0.08535,1,4.6,3,13.9935868,9.85342E+13,3.1095E+21,-3.70382E-16,-1.16884E-05,5.61846E+27,713092500,12790617945,8.18334E-06,552960,1.13628E-05,2.07316E-20,2.07316E-21,2.07316E-22,0.00075349,7.5349E-05,7.5349E-06,-0.015512288,-0.15512288,-1.551228802,1.16884E-05,7.5349E-05
EPIC 246851721 b,EPIC 246851721,b,2,1,6.180235,0.07229,1.051,3,,F5 V,6202.00,1.586,1.317,0.1410,4.157,3.0200,,Hot,Main Sequence,,533972.304,2.61951E+30,0.07225,1.2,4,3,12.84962571,7.07336E+12,2.23218E+20,-3.58823E-15,-0.000113236,5.69439E+27,1103380200,10814430073,1.17669E-05,0,0,-1.27265E-18,-1.27265E-19,-1.27265E-20,-0.032167848,-0.003216785,-0.000321678,0.003520159,0.035201589,0.352015893,0.000113236,0.003216785
TOI-2416 b,TOI-2416,b,1,1,8.275479,0.0831,0.88,3,0.32,,5808.00,1.236,1.118,0.3200,4.303,4.9000,,Hot,Main Sequence,,715001.3856,2.2237E+30,0.08311,1.2,4,3,13.67177114,4.69647E+13,1.48209E+21,-7.23641E-16,-2.28364E-05,5.69439E+27,859885200,12431583055,8.78765E-06,0,0,-1.60334E-19,-1.60334E-20,-1.60334E-21,-0.005426608,-0.000542661,-5.42661E-05,0.004208221,0.042082214,0.420822138,2.28364E-05,0.000542661
TOI-2989 b,TOI-2989,b,1,1,3.122832,0.0384,1.12,3,0,K4 V,4672.00,0.76,0.77,-0.0400,4.58,,30,Cool,Main Sequence,Cool MS,269812.6848,1.53153E+30,0.03833,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-32 f,Kepler-32,f,1,5,0.74296,0.013,0.0731555,3.04953232,0,M1 V,3900.00,0.53,0.58,0.0000,4.64,5.6000,,Cool,Main Sequence,Cool MS,64191.744,1.15362E+30,0.01339,0.5,4.97,3,7.668342195,46595308.91,1.47044E+15,-6.54824E-11,-2.066465879,5.78841E+27,368721000,1944772319,9.78815E-05,0,0,-5.41446E-16,-5.41446E-17,-5.41446E-18,-1.645241169,-0.164524117,-0.016452412,1.256026118,12.56026118,125.6026118,2.066465879,0.164524117
TOI-1431 b,TOI-1431,b,1,1,2.650237,0.046,1.49,3.12,0.0022,Am C,7690.00,1.92,1.9,0.0900,4.15,0.2900,,Hot,Main Sequence,,228980.4768,3.7791E+30,0.04642,2,0.7,3,13.28244313,1.91621E+13,6.0471E+20,-5.67993E-16,-1.79245E-05,5.92217E+27,1335744000,6881502052,2.74398E-05,0,0,-5.33195E-17,-5.33195E-18,-5.33195E-19,-0.577935954,-0.057793595,-0.00577936,3.10146E-05,0.000310146,0.003101465,1.79245E-05,0.057793595
HATS-57 b,HATS-57,b,1,1,2.350621,0.03493,1.139,3.147,0.028,,5587.00,0.96,1.026,0.2680,4.484,2.5000,12.71,Solar,Main Sequence,Solar MS,203093.6544,2.04071E+30,0.03490,1,4.6,3,10.18453419,15294461567,4.82657E+17,-6.31175E-13,-0.019918353,5.97342E+27,667872000,5225453624,3.09374E-05,1098144,5.72164E-06,-1.13285E-17,-1.13285E-18,-1.13285E-19,-0.108908688,-0.010890869,-0.001089087,0.182890394,1.828903938,18.28903938,0.019918353,0.010890869
WASP-10 b,WASP-10,b,1,1,3.0927616,0.03781,1.08,3.15,0.0473,K5 V,4675.00,0.698,0.75,0.0300,4.627,7.0000,11.91,Cool,Main Sequence,Cool MS,267214.6022,1.49175E+30,0.03775,0.8,8.97,3,11.24084295,1.74118E+11,5.49474E+18,-7.29465E-14,-0.002302017,5.97911E+27,485598600,5656295491,2.35136E-05,1029024,6.10597E-06,-1.46427E-18,-1.46427E-19,-1.46427E-20,-0.018521475,-0.001852148,-0.000185215,0.124289067,1.242890668,12.42890668,0.002302017,0.001852148
TOI-1516 b,TOI-1516,b,1,1,2.056014,,1.36,3.16,,F8 V,6520.00,1.14,1.14,-0.0500,4.25,4.8200,,Hot,Main Sequence,,177639.6096,2.26746E+30,0.03306,1.2,4,3,9.750217918,5626235642,1.7755E+17,-1.50075E-12,-0.047360159,5.99809E+27,793098000,0,3.53704E-05,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
TIC 46432937 b,TIC 46432937,b,1,1,1.44044527,0.02065,1.188,3.2,0.009,,3572.00,0.5299,0.563,0.3230,4.74,7.4000,,Cool,Main Sequence,Cool MS,124454.4713,1.11981E+30,0.02061,0.5,8.97,3,10.20320775,15966427228,5.03862E+17,-3.70502E-13,-0.01169214,6.07402E+27,368651430,3089196030,5.04858E-05,0,0,-2.98241E-17,-2.98241E-18,-2.98241E-19,-0.175700354,-0.017570035,-0.001757004,0.066545912,0.66545912,6.6545912,0.01169214,0.017570035
HIP 65 A b,HIP 65 A,b,2,1,0.9809734,0.01782,2.03,3.213,0,K4 V,4590.00,0.7242,0.781,0.1800,4.611,4.1000,13.2,Cool,Main Sequence,Cool MS,84756.10176,1.55341E+30,0.01779,0.8,4.87,3,7.843127444,69683097.04,2.19903E+15,-5.78137E-11,-1.824461857,6.09869E+27,503825940,2665834056,7.41325E-05,1140480,5.50925E-06,-2.92329E-16,-2.92329E-17,-2.92329E-18,-1.172838489,-0.117283849,-0.011728385,1.555595144,15.55595144,155.5595144,1.824461857,0.117283849
HATS-36 b,HATS-36,b,1,1,4.175186,0.0523,1.1526452,3.216,0.105,G0 V,5950.00,1.1,1.1,0.1500,4.4,0.6200,,Solar,Main Sequence,Solar MS,360736.0704,2.1879E+30,0.05239,1.2,1.05,3,20.22948866,1.69625E+20,5.35294E+27,-1.01085E-22,-3.19001E-12,6.10439E+27,765270000,7823968638,1.74177E-05,0,0,-1.95774E-18,-1.95774E-19,-1.95774E-20,-0.033430284,-0.003343028,-0.000334303,9.54228E-11,9.54228E-10,9.54228E-09,3.19001E-12,0.003343028
Kepler-43 b,Kepler-43,b,1,1,3.0240949,0.046,1.219,3.23,0.017,F8 V,6041.00,1.42,1.32,0.3300,4.26,0.6900,12.95,Hot,Main Sequence,,261281.7994,2.62548E+30,0.04490,1.2,1.05,3,18.25180618,1.78569E+18,5.63521E+25,-6.95489E-21,-2.1948E-10,6.13096E+27,987894000,6881502052,2.40475E-05,1118880,5.6156E-06,-1.18097E-17,-1.18097E-18,-1.18097E-19,-0.146064017,-0.014606402,-0.00146064,1.50263E-09,1.50263E-08,1.50263E-07,2.1948E-10,0.014606402
HATS-16 b,HATS-16,b,1,1,2.686502,0.03744,1.3,3.27,0,G3 V,5738.00,1.238,0.97,-0.1000,4.239,9.5000,12.35,Solar,Main Sequence,Solar MS,232113.7728,1.92933E+30,0.03744,1,8.72,3,10.26564194,18434949041,5.81763E+17,-5.98475E-13,-0.018886445,6.20689E+27,861276600,5600944279,2.70694E-05,1067040,5.88843E-06,-2.63653E-17,-2.63653E-18,-2.63653E-19,-0.289687116,-0.028968712,-0.002896871,0.065196015,0.651960146,6.51960146,0.018886445,0.028968712
HAT-P-34 b,HAT-P-34,b,1,1,5.452654,0.06774,1.197,3.33,0.432,,6442.00,1.53,1.392,0.2200,4.21,1.7000,,Hot,Main Sequence,,471109.3056,2.76869E+30,0.06770,1.5,2.03,3,13.6996516,5.00785E+13,1.58036E+21,-4.47154E-16,-1.41111E-05,6.32077E+27,1064421000,10133759761,1.3337E-05,0,0,-1.75179E-18,-1.75179E-19,-1.75179E-20,-0.039065908,-0.003906591,-0.000390659,0.000361213,0.00361213,0.036121304,1.41111E-05,0.003906591
TOI-2992 b,TOI-2992,b,1,1,3.007812,0.0434,1.227,3.33,0.089,,6000.00,1.545,1.21,0.0840,4.139,4.6000,,Hot,Main Sequence,,259874.9568,2.40669E+30,0.04346,1.2,4,3,10.82160089,66313337359,2.09269E+18,-1.86273E-13,-0.005878341,6.32077E+27,1074856500,6492547588,2.41777E-05,0,0,-3.55349E-17,-3.55349E-18,-3.55349E-19,-0.437133781,-0.043713378,-0.004371338,0.013447465,0.134474654,1.344746537,0.005878341,0.043713378
TOI-1107 b,TOI-1107,b,1,1,4.0782387,0.0561,1.3,3.35,0.025,F6 V,6311.00,1.81,1.35,-0.1000,4.05,2.6000,6.2,Hot,Main Sequence,,352359.8237,2.68515E+30,0.05522,1.5,2.5,3,9.096135097,1247771602,3.93767E+16,-1.34227E-11,-0.423586925,6.35874E+27,1259217000,8392440546,1.78317E-05,535680,1.17294E-05,-4.94509E-18,-4.94509E-19,-4.94509E-20,-0.082481429,-0.008248143,-0.000824814,5.135543,51.35543,513.5543,0.423586925,0.008248143
